,text,sentiment
2259, Freedom4Horses ModocNF Its true My family always sent our horses out for winter indoor shelter in Illinois They will freeze to death ,negative
2260,got my sack of beans and rice ready it s gonna be a cold ass winter,negative
2261,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2262,RT conor64 One thing mattyglesias told me while speaking about the media industry generally that I very much agree with If you treat d ,neutral
2263,Y all really want the people to storm the bastille don t you Like you want people to cancel thanksgiving and th ,neutral
2264,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
2265,RT josstheboss The Chinese Flu is looking very American ,neutral
2266, MR Pellett Ah right My GP doesn t do flu jabs ,positive
2267,RT josstheboss The Chinese Flu is looking very American ,neutral
2268,I don t think these steps are anywhere near strong enough Also don t look at the Quote Retweets It s depressi ,positive
2269,RT simonemarie4 Can help but feel Storm Thorgerson already illustrated the US presidential handover ,neutral
2270, carytarasoffyxe Ok just that s not the article you had on the tweet sounds like they ll just store it there unti ,positive
2271,RT mark tarello WOW Sundogs seen during frigid temperatures at sunrise last winter near Mapleton Minnesota Photo courtesy of David Paa ,negative
2272,RT shannonrwatts Donald Trump encouraging violence at weekend events created by armed white supremacists conspiracy theorists and domest ,neutral
2273,RT IGN BREAKING There is an ongoing police operation unfolding near Ubisoft s offices in Montreal Canada ,neutral
2274,RT chrismpeters Alaska Anchorage s hockey team won t play this year another blow while others fight to keep the program alive following ,neutral
2275,RT josstheboss The Chinese Flu is looking very American ,neutral
2276,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2277,RT VeteransENG CA Today is Remembrance Day Take a moment to remember Canada s Veterans CanadaRemembers,neutral
2278,RT shanermurph Montreal This is on rue St Laurent not Ste Catherine ,negative
2279,RT derekwillis Maybe instead of hosting a indoor dinner for new members House leaders could buy takeout from a bunch of DC restaurants ,neutral
2280, jiminhoneybts BTS twt 965TDY let go winter bear mikrokosmos I vote for JUNGKOOK of BTS BTS twt for ,neutral
2281,RT 3days3nights Georgia s Audit will be used to take down Dominion Voting Systems DVS and by default the entire voting industry This w ,neutral
2282,And in fake CBC layout and format,negative
2283, BrynneKKelly tsxman Brynne Canada has been and is a living hell when it comes to infrastructure and oil amp gas ,negative
2284, Everytown MomsDemand Your ticket has nothing to do with gun safety ,neutral
2285,RT IamMandate US embassy A UK US and CANADA Visa ban on Governor of Osun State Alh Isiaka Gboyega Oyetola Sign the Petition ,neutral
2286,RT qwertee Make It Snow is today s featured tee on ReTweet for a chance at a FREE TEE ,neutral
2287,i love this performance it makes my heart swell every timeeeee aghh ,positive
2288,RT josstheboss The Chinese Flu is looking very American ,neutral
2289,RT Shweetass Duh lmao And neither is asking those 5 screening questions,neutral
2290,please donate if you can also pray for everyone s safety CagayanValleyNeedsHelp TuguegaraoNeedsHelp ,neutral
2291,RT PinkNews Nova Scotia will now cover the cost of top surgery for non binary folk in landmark move for inclusive healthcare ,positive
2292,The things I d do to get a indoor workout rn ,neutral
2293,RT Big Headers Gobshite Gove s approach to border security Border official Are you a criminal Criminal No Border official ,negative
2294,RT itsshabs Me sha I want Fly Out to Get Out ,neutral
2295,RT MetserviceJA and now there is Tropical Storm Iota Rapid developments over the central and western Caribbean all in one day ,neutral
2296,RT josstheboss The Chinese Flu is looking very American ,neutral
2297, erinotoole We still allow you to spout off your crap so yes freedom of expression is still strong in Canada no t ,positive
2298,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
2299,ok then ,neutral
2300,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2301,RT EUCouncilPress Declaration of JosepBorrellF on behalf of the EU on the refugee conference in Syria The EU amp MS will not atten ,neutral
2302,I went to the post office grocery store and Walgreens with my SHIRT INSIDE OUT AND BACKWARDS IM MOVING TO CANADA ,neutral
2303,RT gullysports North Atlantic Conference just let us know they still plan to hold a winter sports season starting late January They will ,neutral
2304,RT kalyrical While no threat was identified in the end the mental strain this has put on myself coworkers and of course those at the o ,negative
2305,RT RosettaRidge Canada s first Fine Mixing Water for whiskies lanark supportlocal lcbofoodanddrink lcbo holidaygift ,neutral
2306, is how I personally see them,neutral
2307,RT jackmirkinson thanks nancy pelosi and congress for sending the message that indoor dining the thing spreading COVID everywhere is ac ,neutral
2308,Tropical Storm Iota formed Friday in the Caribbean and is expected to strengthen into a hurricane as it approaches ,neutral
2309, Sexy Bean248 ToriTori Tamago lol i was asking snow abt it but oki XD,neutral
2310,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2311,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2312,RT GluedeauR Why should Canadians pay taxes to a government that can t even bother putting together a budget and telling us where its goi ,negative
2313,RT rtyson82 The health care workers are seeking to strike because they have been pushed to the brink by unsafe staffing that undermines ,negative
2314,RT CandiceMalcolm What is Canada s pandemic objective via truenorthcentre anthonyfurey,neutral
2315,RT CoachMKFleming How about unhoused families MayorHancock and DenCityCouncil Could you care about them too stopthesweeps solutio ,neutral
2316, BigRuSantana bc another lockdown is necessary what isn t necessary is continuing to ignore all safety guidelines ,negative
2317,supposed to be doing theyre eventually gnna bring the virus to me and now that its cold and flu season it makes ,negative
2318,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2319,RT pcyslaurent PROBABLY MY LAST UPDATE FOR A WHILE AS THEY ARE CURRENTLY AND HAVE GATHERED TWO FAMILIES THAT THEY HAVE SEEN AND THREE OF ,neutral
2320,RT thelittlejxxker Parasol 2020 amp Winter 2018 Halo Giveaway Follow thelittlejxxker amp Pinkcheese cake amp HazelTheNob Retweet amp Lik ,neutral
2321,RT Kennedy School 5 15 Sandra Susan Smith Fix public safety and more There is one thing that the President elect can immediately do ,neutral
2322,Trains and winter rains No going back no going home Trains across the plains And in the sky a star alone ,neutral
2323,RT NatureMaterials Article Endothermic reaction at room temperature enabled by deep ultraviolet plasmons NIST UMDNanoCenter ,neutral
2324,RT gbroh10 ARE YOU READY FOR THE STORM LAnon618 GonnaBeBiblical TheBestisYetToCome NoOneCanStopWhatsComing I m gonna pull the w ,neutral
2325,Lol Canada is indeed overrated ,negative
2326,before storm by Gabriella Szabo sky at the lake balaton before the storm ,neutral
2327,RT PMBreakingNews Breaking A police operation is underway in Montreal Canada Journal de Montreal is reporting that a possible hostage ,negative
2328,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2329,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2330,RT rob sheridan A friend in Canada tells me his family has collected 30 000 from government pandemic aid this year Meanwhile our govern ,neutral
2331,RT CanAditude Winter s Coming Our supreme dictator has spoken there s gonna be many more months of this Listen to how he dangles beh ,neutral
2332,RT CenterIceClub More fallout in college hockey ,negative
2333,RT travisWSN I m not saying either way is right or wrong but I can imagine the reaction from football coaches at schools that voted in e ,neutral
2334, SteveOnSpeed Yes but probably flu ,neutral
2335,RT rnb trechos ariana amp ty dolla sign safety net ,neutral
2336,RT josstheboss The Chinese Flu is looking very American ,neutral
2337,The whole nation seems to be preparing for a Cheltenham school district snow day ,neutral
2338,RT LanaismPoland Lana Del Rey s cover of You ll Never Walk Alone for The End Of The Storm Liverpool documentary will be released digi ,neutral
2339,RT gullysports President Ferrini Mundy is in the midst of a detailed review of proposed protocols and is working with UMaine Athletics ,neutral
2340,RT TorontoPolice 1113 15 30 Arrest Made In Child Pornography Investigation Mounir Winter 37 ,neutral
2341,RT DFisman The real mask expert at uoft ,neutral
2342,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2343,What you need to know about COVID 19 in Alberta on Friday Nov 13 ,neutral
2344,Freedom Faith Fairness ,neutral
2345,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
2346,RT MomsDemand YOU DID IT Because of the hard work of volunteers and voters like you the strongest gun safety ticket in U S history ,positive
2347,RT josstheboss The Chinese Flu is looking very American ,neutral
2348,RT QohnG Storm Warning ,neutral
2349,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2350,RT KooBot2 Join our weekly giveaway This week win a Platinum Kush 7g Good Luck ,positive
2351, on YouTube The Sisters of Mercy Driven Like The Snow Christmas Mix ,neutral
2352,when i was a kid i used to eat unprocessed rock salt off the road in winter,neutral
2353,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2354,RT MikeDski After 2 straight days of snow the sun came out in Japan today It was a beauty lottearairesort japow timetoplay ,positive
2355,SOCKERS VS SEGOTA Our final stop on the BestofSDvsSTL tour is from the last year of the MSL a regular season 9 ,neutral
2356,Dunno whether to play winter royale and next fncs or not,neutral
2357,RT shannonrwatts Donald Trump encouraging violence at weekend events created by armed white supremacists conspiracy theorists and domest ,neutral
2358,RT ajplus Iraq is closing camps for families displaced by ISIS leaving up to 100 000 people mostly children homeless as winter begin ,negative
2359, notbeforenoon I haven t done this in YEARS I thought I might ve gotten to if I got to take winter vacay in Portug ,neutral
2360, ToddSmithPC BLVLPolice Todd your one to talk about protecting Ontarians and speak of safety yet you remove a co ,neutral
2361,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
2362,RT sarahlugor if when we go into another lockdown we need another stimmy and rent freezes it s winter and mfs better not be evicting p ,neutral
2363,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2364,RT SeemantiniBose The kid is doing better The temperature and heartbeat is normal now and ventilator has been removed Happy Diwali gu ,positive
2365,Omg JustinTrudeau Pathetic response Maybe our money should of stayed in Canada,neutral
2366, MassGovernor MassDPH 1 It is UNLAWFUL for an employee to require someone to wear a mask It is UNLAWFUL for an ,neutral
2367,RT josstheboss The Chinese Flu is looking very American ,neutral
2368,Pregs watched this and cried,neutral
2369,RT NHC Atlantic Tropical Storm Iota has formed in the Caribbean Sea Interests in Nicaragua and Honduras should closely monitor the pro ,neutral
2370,RT KittencatArt Good evening friends We endure the storm with hopes that the sun will soon shine Unity Compassion Love WorldPea ,positive
2371,RT emilybuckshot Game devs deserve to be treated like people We don t deserve fear amp derision simply for trying to deliver fun interes ,neutral
2372,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2373, DimeDeLoMioNY rjlee10 TheBaddestMitch thank god smallpox only comes in the winter ,positive
2374,RT nmcharts davido ft NICKIMINAJ s Holy Ground on iTunes Worldwide Songs 1 US 1 UK 1 Brazil 1 Canada 1 Belgium 1 Ni ,neutral
2375,RT vanssurf Patiently waiting for Ivan Florence to bring this move to Pipeline Winter 20 21 vansskate ,neutral
2376,RT grousemountain The Peak of Christmas begins Nov 20th The elves have been hard at work preparing to safely welcome you back to Vancou ,positive
2377,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
2378,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2379,Suicide figures are up Could 2 followers please copy and re post this tweet We re trying to demonstrate that some ,neutral
2380,RT alok bhatt Temperature was 2 degrees Celsius time was 10 10 pm amp altitude was around 10 000 feet when I clicked pics of these men wor ,neutral
2381, MichaelaOkla wait why did they make a winter one if seasons exists ,neutral
2382,RT cara dickens just get the pub back open pls n thanks,neutral
2383,These guys are killing it Rum drinks now chips Chocolate bars next please EASTCOASTLIFEST,negative
2384,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2385, catturd2 RIGHT No more flu vaccine for me They ve been peddling this disease for YEARS but I ve never gotte ,neutral
2386,RT rosereyde The entirety of Tuguegarao is drowning Residents say they have not been warned enough Only 7 years back Tacloban has als ,negative
2387, jonfitchdotnet I m in Canada but I wish I d be down to train with a savage like you anytime ,neutral
2388,RT CJPME Yesterday Canada shamefully voted AGAINST a motion to report on and improve the health conditions of Palestinians Canada has t ,neutral
2389,RT emilybuckshot Game devs deserve to be treated like people We don t deserve fear amp derision simply for trying to deliver fun interes ,neutral
2390,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2391,RT MrMubinShaikh JoeBiden On behalf of Canada I say to you Welcome back America We missed you eh ,negative
2392,RT AFPFactCheck This is a fake article Canada s PM Justin Trudeau has expressed confidence in the US election system and said he wil ,neutral
2393,RT pnjaban This excuse will work for the rest of us right ,positive
2394,RT gullysports UMaine winter sports update before the weekend from UMaine executive director of public relations Dan Demeritt A final ,neutral
2395, piersmorgan Piers why don t you ask the hard questions like why doesn t the data stack up Flu down 98 Fa ,neutral
2396,RT Yerman317 AlbertaLeonidas There was more death in influenza flu than the covid19 but yet the globalist one world propaganda BS is hei ,negative
2397,RT Sokrates 17 realDonaldTrump Give us the BOOM that will echo in eternity ,neutral
2398,RT hogwartxsx a natasha romanoff em the winter soldier gt gt ,neutral
2399,RT robbysoave This Something we ve seen in a lot of organizations is increasing sensitivity about language mattyglesias tells conor ,neutral
2400,It s winter out here ,neutral
2401,Are you excited to keep enjoying your sunroom as the weather gets colder Here are some tips to help your space fit ,positive
2402,RT demianbulwa UPDATE After we published this story Newsom issued a statement acknowledging attending the party was an error in judgmen ,negative
2403,RT CPHO Canada We ve come too far to stop now Continue to practise COVID19 public health measures to protect yourself and others Downl ,positive
2404,RT OverTheLoveOfU cher please RT ,neutral
2405,RT hamrickisms Meanwhile ,neutral
2406,RT mymyhui i cant sleep right now i cant stop thinking i cant unhear those screams from the ppl who are begging for help right now the ,positive
2407,RT mooschkas hungry twitter ate all the pixels but it s nothing i can show you pictures and so ,neutral
2408,Thank goodness People need to get on board or we will never crush this virus ,negative
2409,No pay,neutral
2410,Waiting for this ,neutral
2411, BobAnimalz Watch it Do you have TV in Canada yet ,neutral
2412,Safety Engineer Jobs KSA Saudi Arabia Jobs Nov 2020 Apply Now Pakistan 1928 MTN Kanwar ,neutral
2413,RT taeteland winter boy come back home ,neutral
2414,RT NHC Atlantic Tropical Storm Theta Advisory 16 Theta Expected to Begin Weakening Saturday and Become A Remnant Low On Sunday ,neutral
2415, RealCandaceO Canada has already signed on and we are under lockdown for very few deaths but tens of thousands of ,neutral
2416, realDonaldTrump Time to fertilize those beds for winter with a little horseshit ,neutral
2417,RT MikeElgan Why the key factors are 1 ventilation 2 mask wearing 3 talking shouting or singing 4 time ,neutral
2418,Billions being held hostage by antichrists in Government why is that Not trending Praying ,negative
2419,I m a little concerned for the people listing safety measures that have passed ASTM and various other requirement ,negative
2420,Did you know that the only medical indication for soy formula includes galactosemia How much juice is too much ,neutral
2421,RT CRCuthbert One of nature s great winter spectacles the murmuration of many thousands of Starlings at a communal roost on the Suffolk ,positive
2422,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
2423,RT heathen fox LACaldwellDC NBCNews SpeakerPelosi They need to understand the mixed messaging If its currently unsafe for us to have ,negative
2424,RT OtterbeckD WINTER GIN COMPETITION LIKE and SHARE this post and TAG A FRIEND that you would like to share a GinandTonic with for a ch ,positive
2425,RT demianbulwa UPDATE After we published this story Newsom issued a statement acknowledging attending the party was an error in judgmen ,negative
2426,Bet there will still be some chewing gum in between the seats,neutral
2427,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2428,RT AOECOIN Breaking BreakingNews Very Strange Dozens ppl suddenly taken hostage on 10 floor rooftop Ubisoft building in Montrea ,negative
2429,RT josstheboss The Chinese Flu is looking very American ,neutral
2430,I haven t been on public transportation since March and I m building up my winter wardrobe ,neutral
2431,RT AOECOIN Breaking BreakingNews Scytl managed nearly 100 000 electoral appointments in more than 35 COUNTRIES UnitedStates ,neutral
2432,RT aballinga Justin Trudeau blames the provinces for Canada s inaction on municipal handgun bans via torontostar,negative
2433,NEW MIAMI AP Tropical Storm Iota forms in the Caribbean and is expected to become a hurricane as it approaches Central America ,neutral
2434,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
2435,RT I Am Winter From Winter Studios Summary On Today s Gist A Thread 1 One Kenyan lecturer with his students decided to carry out a n ,neutral
2436,RT itsdendie Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those w ,neutral
2437,RT NBCian BREAKING Santa Clara County along with other major Bay Area counties will close indoor dining starting Tuesday Dr Sara C ,neutral
2438,I can t get over how all of Canada s dots are in the middle of nowhere,neutral
2439,RT chinmay08231431 VOTING STORM HAS BEGUN AND THEY ARE REACHING US LETS TAKE THE LEAD FOR ONCE AND FOREVER RT AND REPLY NOW I m voting ,neutral
2440,Thank you very much everyone who attended the stream It was great to have you there for the absolute silliness tha ,positive
2441,RT mymyhui i cant sleep right now i cant stop thinking i cant unhear those screams from the ppl who are begging for help right now the ,positive
2442,RT josstheboss The Chinese Flu is looking very American ,neutral
2443,Used to lay up in them sheets they were Snow White Now you spendin cold nights,negative
2444,RT AminaSync Winter Minecraft skin ,neutral
2445,RT RussDiabo Crown seeks 75K fine for illegal First Nation lobster sales at N S pound CBC News ,neutral
2446,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
2447,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2448,RT AOECOIN Breaking BreakingNews Very Strange Dozens ppl suddenly taken hostage on 10 floor rooftop Ubisoft building in Montrea ,negative
2449,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid ,neutral
2450,ATTENTION IM NOW ACCEPTING APPLICATIONS TO BE ONE OF MY HOES FOR THE WINTER SZN ONLY ,neutral
2451,RT QuickDickMcDick Suicide figures are up Could 2 followers please copy and re post this tweet We re trying to demonstrate that someone ,neutral
2452,Winter things with a sweet one what a treat lt 3,positive
2453, CitImmCanada Hi To clarify ECA is the credential assessment for foreign degree or diploma correct I graduated ,positive
2454,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2455,I forgot it s Freaky Friday which ass you boning Tonight Toni Storm Tay Conti or both I ll personally bone bot ,neutral
2456,Insider training without any wrongdoing it happens daily it seems,neutral
2457, theJagmeetSingh Big Corps in Canada never stop their plunder ,negative
2458, dinoreynyc SteveOnSpeed No But the missus was very ill in February last year with a temperature ,neutral
2459,And the storm is breaking now Yes the storm is crashing down,negative
2460,RT mark tarello WOW Sundogs seen during frigid temperatures at sunrise last winter near Mapleton Minnesota Photo courtesy of David Paa ,negative
2461,RT YaWhatHeSaid All 3 provinces in question Que On and AB are held by Conservative provincial governments Healthcare is a provincial ,neutral
2462,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2463,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2464,can some other country canada please come get festive with us it will hav ,positive
2465,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2466,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid ,neutral
2467,RT erichejourno NEW Santa Clara County will be shutting off indoor dining again starting Tuesday and is expected to move back into the ,neutral
2468,And look at what s happening ,neutral
2469, chrislhayes And the house Dems and GOP are hosting indoor dinners ,neutral
2470, scottsands I have a question for the dictator Dewine Since the mortality rate of covid is no worse than the flu w ,negative
2471,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2472,RT pittgriffin The anti mask liberties argument makes no sense Rules require people to obey traffic laws for other people s safety Ho ,neutral
2473,Taking in that winter sunlight ,neutral
2474,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
2475,RT juustegirl Is this the calm before the storm ,positive
2476,RT VisitWVMS Established 1985 Ruined by vandals restored by hard work Our indoor VIP is nearing completion amp will be ready to go f ,positive
2477,Please just take care to prepare for the worst You have seen what they did to us peaceful protestors in DC ,neutral
2478, andygarcia661 safety always off ,neutral
2479,We usually follow Santa Clara county so I expect indoor dining closed soon ,neutral
2480, As we continue to deal with many challenges the pandemic presents we remain focused on the health safety and ed ,neutral
2481, TirzahMonee I agree and 100 of why I went a long In doing shadow work I realized most of my social interactions ,positive
2482,RT jocelynxshaw Not y all thinking that covid affects everyone the same people really can t be this stupid can they ,negative
2483,RT tedcruz They will boycott you They will try to get you fired from your job They will harass your family and threaten your safety ,negative
2484,How is it homophobia to not want to be married to someone that isn t of the same sexual orientation as you I m no ,neutral
2485,RT OilsandsAction Canada has imported 477 billion of oil since 1988 yet there has never been a protest by the groups who brag about bloc ,negative
2486,RT thelittlejxxker Parasol 2020 amp Winter 2018 Halo Giveaway Follow thelittlejxxker amp Pinkcheese cake amp HazelTheNob Retweet amp Lik ,neutral
2487,RT andibeth012 naturelovers WildHorses beautiful running FREE in the snow Exactly the way these magnificent powerful majestic creat ,positive
2488,RT josstheboss The Chinese Flu is looking very American ,neutral
2489,RT DrAdrianHeald Just a quick reminder winter months almost everybody on our latitude is vitamin D3 insufficient supplementing D3 will ,negative
2490,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2491,of the 240 000 cases about 100 000 are related to other types of pneumonia and flu this excludes any other types ,neutral
2492, Dmalowski1 cjane87 Russian winter comes at you faster,positive
2493, c davies FedeDiLo98 Pretty sure he was born around the time of the Spanish flu,neutral
2494, LittleWrighter We all die but the mortality rates are overly exaggerated Worry more about the flu or suicide ,negative
2495,RT fdefalconspto Check out FDE s new spirit wear styles on sale through Sunday November 22nd Items will be delivered to your house mid ,neutral
2496,RT MundoMSOficial PT BR MundoMS 15 maravilhasNaturais para conhecer antes de morrer Mundo MS MundoMS via ,neutral
2497,RT LaurenHerschel This is fun ,positive
2498,RT ed solomon Happy WorldKindnessDay ,neutral
2499,RT Alchinme Super sparkley snowflake candle that smells like winter crisp air will be available tomorrow at 3pm EST Cute sparkle vid ,positive
2500,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2501,RT LadiesLoveBP2 That Rona mixed with the flu season is going to go crazy,negative
2502,RT CanadaPaintings Early Snow Tom Thomson 1916 ,neutral
2503,RT dinoreynyc SteveOnSpeed I do know people who have had covid but I haven t met one person this year who has had the flu ,neutral
2504,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2505,RT Watch LFC Liverpool s The End Of The Storm documentary trailer Looks fantastic ,positive
2506, whoishannahhh notearsjnk bbytalkyourshit safety net and honeymoon avenue ,neutral
2507,RT josstheboss The Chinese Flu is looking very American ,neutral
2508,RT hogwartxsx a natasha romanoff em the winter soldier gt gt ,neutral
2509, Chilly Seating by Debra Martz During an autumn ice storm in October 2020 icicles were on everything ,neutral
2510,This guy apparently walked all the way from that golf course in Naples GoGators ,neutral
2511,RT josstheboss The Chinese Flu is looking very American ,neutral
2512, lisahagan101 No one shut down the country There was safety precautions and guidelines put in place that would h ,neutral
2513,RT itosettiMD MBA Facts to remember when listening to a politician 1 Schools are a place of transmission like all indoor places with man ,positive
2514,RT casualgoogler Vintage Gazelle for Winter Anyone manage to get these winter wearers for a good price the other day The staple of a ,positive
2515,RT mack3636 We need to do way Better Canada Save our kids ,neutral
2516,RT chrismpeters Alaska Anchorage s hockey team won t play this year another blow while others fight to keep the program alive following ,neutral
2517,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
2518,RT josstheboss The Chinese Flu is looking very American ,neutral
2519,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals ,negative
2520,RT DevinDae1 Yeah Bron about to trade this man by the end of the month ,neutral
2521,RT UO Keith Winter has arrived and with a special wintery gift Firstdawn The Festival of Spirit will let you and your players dive i ,neutral
2522,This is some good Canadian stuff right here ,positive
2523,The PoutersParade is definately an easy miss watch the antics from the safety of your home ,neutral
2524,RT DrAdrianHeald Just a quick reminder winter months almost everybody on our latitude is vitamin D3 insufficient supplementing D3 will ,negative
2525,RT WalnutCreekGov With the unfortunate news that COVID19 is spreading in Contra Costa County the California Department of Public Health ,negative
2526,Keeping your holiday meals safe ,positive
2527,RT seanmdav Anthony Fauci told me masks don t work and the China Lung was no worse than the flu ,neutral
2528,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2529,RT CJPME Read the motion on Palestinian health that Canada voted against ,neutral
2530, peaches clap imthatbitchjess She s right though Recent theories point to China as the source of the Spanish Flu ,positive
2531,RT josstheboss The Chinese Flu is looking very American ,neutral
2532,RT KittencatArt Good evening friends We endure the storm with hopes that the sun will soon shine Unity Compassion Love WorldPea ,positive
2533, carebear 42069 nunyobidnaz mwestcalgary calgaryherald jkenney CMOH Alberta Um they died with Covid not of Cov ,negative
2534, victorkiam ClayTravis Flu jabs include known neurotoxins mercury amp aluminum and carcinogens The flu jab in 20 ,neutral
2535,RT PMBreakingNews Breaking A police operation is underway in Montreal Canada Journal de Montreal is reporting that a possible hostage ,negative
2536,RT babydoll1l Winter things with a sweet one what a treat lt 3,positive
2537, SteveOnSpeed Yes a family members father died in January He was healthy then he got sick He had all the symptom ,negative
2538, CharlEdward3 realDonaldTrump Ummm so why do we have COVID in Canada if it s just a conspiracy for the USA electio ,negative
2539,RT Nigelrefowens So important that we all of all ages become more aware of farm safety Be safe all,positive
2540,RT FDDLiana Suicide figures are up Could 2 followers please copy and re post this tweet We re trying to demonstrate that someone is alw ,neutral
2541,I have a red Canada hat that I love and I can t wear it It s so cute but I know from far away it might look l ,positive
2542, realDonaldTrump The men amp women of the SecretService who risk their lives for your safety are infected with COVID ,negative
2543,RT LEAHinCANADA Hey yeg I think Chicken is on the menu this weekend Support the local businesses who are choosing public safety over ,neutral
2544,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2545,RT henryrodgersdc You don t say ,neutral
2546, CBCbattle you need to broadcast outside of Canada ,neutral
2547, Klace Olson by Boards of Canada,neutral
2548,RT MetserviceJA and now there is Tropical Storm Iota Rapid developments over the central and western Caribbean all in one day ,neutral
2549, SteveOnSpeed Yes They had positive tests but it could have just been the flu since the tests are so unreliable ,positive
2550,No doctor Need a flu shot All you need is your NS healthcard flushot ,neutral
2551,Fauci has flipped flopped more than a 2 prostitute on a Friday night WHY would ANY smart person believe him now ,positive
2552,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
2553,RT LashayKATU Governor Brown said she will be issuing an Executive Order to curb personal indoor social gatherings These limits can be ,negative
2554,RT QueersPhysics Quick You have just 3 more days to fill out the Diversity Survey to help build a better Physics Community in Canada F ,positive
